genome_i,genome_j,phylogroup_i,phylogroup_j,distance
A_6,C_5,A,C,0.205425
A_6,C_6,A,C,0.159865
A_6,C_7,A,C,0.205877
A_6,C_8,A,C,0.123032
A_6,C_9,A,C,0.079571
A_6,C_10,A,C,0.143700
A_6,D1_1,A,D1,0.233872
A_6,D1_2,A,D1,0.241186
A_6,D1_3,A,D1,0.216756
A_6,D1_4,A,D1,0.314995
A_6,D1_5,A,D1,0.254506
A_6,D1_6,A,D1,0.104121
A_6,D1_7,A,D1,0.152066
A_6,D1_8,A,D1,0.243143
A_6,D1_9,A,D1,0.249578
A_6,D1_10,A,D1,0.111192
A_6,D2_1,A,D2,0.325971
A_6,D2_2,A,D2,0.313780
A_6,D2_3,A,D2,0.305442
A_6,D2_4,A,D2,0.381940
A_6,D2_5,A,D2,0.355482
A_6,D2_6,A,D2,0.224483
A_6,D2_7,A,D2,0.249451
A_6,D2_8,A,D2,0.417480
A_6,D2_9,A,D2,0.345289
A_6,D2_10,A,D2,0.355013
A_6,D3_1,A,D3,0.346148
A_6,D3_2,A,D3,0.302797
A_6,D3_3,A,D3,0.278765
A_6,D3_4,A,D3,0.255466
A_6,D3_5,A,D3,0.236618
A_6,D3_6,A,D3,0.243770
A_6,D3_7,A,D3,0.308919
A_6,D3_8,A,D3,0.258948
A_6,D3_9,A,D3,0.302748
A_6,D3_10,A,D3,0.338570
A_6,D4_1,A,D4,0.339146
A_6,D4_2,A,D4,0.400185
A_6,D4_3,A,D4,0.245133
A_6,D4_4,A,D4,0.391729
A_6,D4_5,A,D4,0.338400
A_6,D4_6,A,D4,0.286942
A_6,D4_7,A,D4,0.307692
A_6,D4_8,A,D4,0.489145
A_6,D4_9,A,D4,0.371375
A_6,D4_10,A,D4,0.245344
A_6,E1_1,A,E1,0.218734
A_6,E1_2,A,E1,0.094801
A_6,E1_3,A,E1,0.076638
A_6,E1_4,A,E1,0.223819
A_6,E1_5,A,E1,0.128690
A_6,E1_6,A,E1,0.129753
A_6,E1_7,A,E1,0.108759
A_6,E1_8,A,E1,0.134124
A_6,E1_9,A,E1,0.203643
A_6,E1_10,A,E1,0.221116
A_6,E2_1,A,E2,0.218091
A_6,E2_2,A,E2,0.194570
A_6,E2_3,A,E2,0.264893
A_6,E2_4,A,E2,0.250253
A_6,E2_5,A,E2,0.202218
A_6,E2_6,A,E2,0.286542
A_6,E2_7,A,E2,0.201419
A_6,E2_8,A,E2,0.107527
A_6,E2_9,A,E2,0.239620
A_6,E2_10,A,E2,0.344668
A_6,F1_1,A,F1,0.156727
A_6,F1_2,A,F1,0.150651
A_6,F1_3,A,F1,0.171514
A_6,F1_4,A,F1,0.179173
A_6,F1_5,A,F1,0.212032
A_6,F1_6,A,F1,0.179186
A_6,F1_7,A,F1,0.129259
A_6,F1_8,A,F1,0.177793
A_6,F1_9,A,F1,0.073035
A_6,F1_10,A,F1,0.204191
A_6,F2_1,A,F2,0.106732
A_6,F2_2,A,F2,0.091377
A_6,F2_3,A,F2,0.209836
A_6,F2_4,A,F2,0.159276
A_6,F2_5,A,F2,0.192622
A_6,F2_6,A,F2,0.108074
A_6,F2_7,A,F2,0.181133
A_6,F2_8,A,F2,0.132758
A_6,F2_9,A,F2,0.170051
A_6,F2_10,A,F2,0.093100
A_6,G_1,A,G,0.022133
A_6,G_2,A,G,0.020786
A_6,G_3,A,G,0.021362
A_6,G_4,A,G,0.018900
A_6,G_5,A,G,0.016820
A_6,G_6,A,G,0.019455
A_6,G_7,A,G,0.022298
A_6,G_8,A,G,0.018529
A_6,G_9,A,G,0.019286
A_6,G_10,A,G,0.020038
A_7,A_8,A,A,0.024362
A_7,A_9,A,A,0.028110
A_7,A_10,A,A,0.028864
A_7,B1_1,A,B1,0.212612
A_7,B1_2,A,B1,0.183584
A_7,B1_3,A,B1,0.181977
A_7,B1_4,A,B1,0.225222
A_7,B1_5,A,B1,0.166726
A_7,B1_6,A,B1,0.195376
A_7,B1_7,A,B1,0.200867
A_7,B1_8,A,B1,0.195232
A_7,B1_9,A,B1,0.076182
A_7,B1_10,A,B1,0.211396
A_7,B2-1_1,A,B2-1,0.253028
A_7,B2-1_2,A,B2-1,0.128672
A_7,B2-1_3,A,B2-1,0.279170
A_7,B2-1_4,A,B2-1,0.181802
A_7,B2-1_5,A,B2-1,0.207498
A_7,B2-1_6,A,B2-1,0.241782
A_7,B2-1_7,A,B2-1,0.269685
A_7,B2-1_8,A,B2-1,0.371644
A_7,B2-1_9,A,B2-1,0.225167
A_7,B2-1_10,A,B2-1,0.080851
A_7,B2-2_1,A,B2-2,0.186221
A_7,B2-2_2,A,B2-2,0.342903
A_7,B2-2_3,A,B2-2,0.183788
A_7,B2-2_4,A,B2-2,0.246325
A_7,B2-2_5,A,B2-2,0.235724
A_7,B2-2_6,A,B2-2,0.193352
A_7,B2-2_7,A,B2-2,0.187948
A_7,B2-2_8,A,B2-2,0.277492
A_7,B2-2_9,A,B2-2,0.199097
A_7,B2-2_10,A,B2-2,0.181770
A_7,C_1,A,C,0.221234
A_7,C_2,A,C,0.115273
A_7,C_3,A,C,0.196941
A_7,C_4,A,C,0.217526
A_7,C_5,A,C,0.210952
A_7,C_6,A,C,0.166018
A_7,C_7,A,C,0.210789
A_7,C_8,A,C,0.130114
A_7,C_9,A,C,0.085930
A_7,C_10,A,C,0.150943
A_7,D1_1,A,D1,0.238928
A_7,D1_2,A,D1,0.247679
A_7,D1_3,A,D1,0.223441
A_7,D1_4,A,D1,0.319851
A_7,D1_5,A,D1,0.259738
A_7,D1_6,A,D1,0.110990
A_7,D1_7,A,D1,0.158922
A_7,D1_8,A,D1,0.249325
A_7,D1_9,A,D1,0.254249
A_7,D1_10,A,D1,0.118020
A_7,D2_1,A,D2,0.330225
A_7,D2_2,A,D2,0.319462
A_7,D2_3,A,D2,0.311737
A_7,D2_4,A,D2,0.387162
A_7,D2_5,A,D2,0.359318
A_7,D2_6,A,D2,0.230193
A_7,D2_7,A,D2,0.255298
A_7,D2_8,A,D2,0.420308
A_7,D2_9,A,D2,0.350755
A_7,D2_10,A,D2,0.359639
A_7,D3_1,A,D3,0.350827
A_7,D3_2,A,D3,0.308006
A_7,D3_3,A,D3,0.282425
A_7,D3_4,A,D3,0.263017
A_7,D3_5,A,D3,0.242568
A_7,D3_6,A,D3,0.249958
A_7,D3_7,A,D3,0.315448
A_7,D3_8,A,D3,0.264445
A_7,D3_9,A,D3,0.307404
A_7,D3_10,A,D3,0.343296
A_7,D4_1,A,D4,0.343067
A_7,D4_2,A,D4,0.406034
A_7,D4_3,A,D4,0.251602
A_7,D4_4,A,D4,0.396882
A_7,D4_5,A,D4,0.343117
A_7,D4_6,A,D4,0.293101
A_7,D4_7,A,D4,0.313151
A_7,D4_8,A,D4,0.490832
A_7,D4_9,A,D4,0.374374
A_7,D4_10,A,D4,0.251223
A_7,E1_1,A,E1,0.223572
A_7,E1_2,A,E1,0.102799
A_7,E1_3,A,E1,0.084088
A_7,E1_4,A,E1,0.231044
A_7,E1_5,A,E1,0.135377
A_7,E1_6,A,E1,0.137783
A_7,E1_7,A,E1,0.117327
A_7,E1_8,A,E1,0.141117
A_7,E1_9,A,E1,0.210435
A_7,E1_10,A,E1,0.228679
A_7,E2_1,A,E2,0.224441
A_7,E2_2,A,E2,0.200798
A_7,E2_3,A,E2,0.270924
A_7,E2_4,A,E2,0.256104
A_7,E2_5,A,E2,0.208391
A_7,E2_6,A,E2,0.292993
A_7,E2_7,A,E2,0.207586
A_7,E2_8,A,E2,0.114379
A_7,E2_9,A,E2,0.244339
A_7,E2_10,A,E2,0.347514
A_7,F1_1,A,F1,0.162894
A_7,F1_2,A,F1,0.157521
A_7,F1_3,A,F1,0.179186
A_7,F1_4,A,F1,0.185819
A_7,F1_5,A,F1,0.216913
A_7,F1_6,A,F1,0.185522
A_7,F1_7,A,F1,0.135955
A_7,F1_8,A,F1,0.183824
A_7,F1_9,A,F1,0.078733
A_7,F1_10,A,F1,0.209118
A_7,F2_1,A,F2,0.113595
A_7,F2_2,A,F2,0.099048
A_7,F2_3,A,F2,0.215342
A_7,F2_4,A,F2,0.165754
A_7,F2_5,A,F2,0.199480
A_7,F2_6,A,F2,0.116975
A_7,F2_7,A,F2,0.187456
A_7,F2_8,A,F2,0.139427
A_7,F2_9,A,F2,0.174855
A_7,F2_10,A,F2,0.100421
A_7,G_1,A,G,0.029647
A_7,G_2,A,G,0.027926
A_7,G_3,A,G,0.029624
A_7,G_4,A,G,0.026806
A_7,G_5,A,G,0.025119
A_7,G_6,A,G,0.027725
A_7,G_7,A,G,0.032044
A_7,G_8,A,G,0.026816
A_7,G_9,A,G,0.027567
A_7,G_10,A,G,0.027936
A_8,A_9,A,A,0.025109
A_8,A_10,A,A,0.025865
A_8,B1_1,A,B1,0.210145
A_8,B1_2,A,B1,0.181993
A_8,B1_3,A,B1,0.180704
A_8,B1_4,A,B1,0.221575
A_8,B1_5,A,B1,0.163479
A_8,B1_6,A,B1,0.192234
A_8,B1_7,A,B1,0.197741
A_8,B1_8,A,B1,0.191771
A_8,B1_9,A,B1,0.072609
A_8,B1_10,A,B1,0.208621
A_8,B2-1_1,A,B2-1,0.252734
A_8,B2-1_2,A,B2-1,0.126984
A_8,B2-1_3,A,B2-1,0.276882
A_8,B2-1_4,A,B2-1,0.178296
A_8,B2-1_5,A,B2-1,0.204085
A_8,B2-1_6,A,B2-1,0.239993
A_8,B2-1_7,A,B2-1,0.268821
A_8,B2-1_8,A,B2-1,0.368827
A_8,B2-1_9,A,B2-1,0.221823
A_8,B2-1_10,A,B2-1,0.076937
A_8,B2-2_1,A,B2-2,0.184634
A_8,B2-2_2,A,B2-2,0.341845
A_8,B2-2_3,A,B2-2,0.181564
A_8,B2-2_4,A,B2-2,0.243952
A_8,B2-2_5,A,B2-2,0.233021
A_8,B2-2_6,A,B2-2,0.190518
A_8,B2-2_7,A,B2-2,0.185094
A_8,B2-2_8,A,B2-2,0.274917
A_8,B2-2_9,A,B2-2,0.195966
A_8,B2-2_10,A,B2-2,0.179856
A_8,C_1,A,C,0.219103
A_8,C_2,A,C,0.111840
A_8,C_3,A,C,0.195058
A_8,C_4,A,C,0.215686
A_8,C_5,A,C,0.209411
A_8,C_6,A,C,0.165045
A_8,C_7,A,C,0.210789
A_8,C_8,A,C,0.127076
A_8,C_9,A,C,0.083102
A_8,C_10,A,C,0.148307
A_8,D1_1,A,D1,0.237432
A_8,D1_2,A,D1,0.245309
A_8,D1_3,A,D1,0.220391
A_8,D1_4,A,D1,0.318491
A_8,D1_5,A,D1,0.257397
A_8,D1_6,A,D1,0.108929
A_8,D1_7,A,D1,0.155323
A_8,D1_8,A,D1,0.246071
A_8,D1_9,A,D1,0.252484
A_8,D1_10,A,D1,0.114945
A_8,D2_1,A,D2,0.327536
A_8,D2_2,A,D2,0.317010
A_8,D2_3,A,D2,0.308708
A_8,D2_4,A,D2,0.385154
A_8,D2_5,A,D2,0.358800
A_8,D2_6,A,D2,0.229287
A_8,D2_7,A,D2,0.252653
A_8,D2_8,A,D2,0.420308
A_8,D2_9,A,D2,0.349181
A_8,D2_10,A,D2,0.357301
A_8,D3_1,A,D3,0.348989
A_8,D3_2,A,D3,0.306625
A_8,D3_3,A,D3,0.281571
A_8,D3_4,A,D3,0.259812
A_8,D3_5,A,D3,0.240775
A_8,D3_6,A,D3,0.247886
A_8,D3_7,A,D3,0.312713
A_8,D3_8,A,D3,0.261242
A_8,D3_9,A,D3,0.306575
A_8,D3_10,A,D3,0.341440
A_8,D4_1,A,D4,0.343331
A_8,D4_2,A,D4,0.402591
A_8,D4_3,A,D4,0.248057
A_8,D4_4,A,D4,0.394900
A_8,D4_5,A,D4,0.340205
A_8,D4_6,A,D4,0.290003
A_8,D4_7,A,D4,0.311777
A_8,D4_8,A,D4,0.491052
A_8,D4_9,A,D4,0.373611
A_8,D4_10,A,D4,0.249155
A_8,E1_1,A,E1,0.223268
A_8,E1_2,A,E1,0.099670
A_8,E1_3,A,E1,0.081961
A_8,E1_4,A,E1,0.228025
A_8,E1_5,A,E1,0.132364
A_8,E1_6,A,E1,0.134771
A_8,E1_7,A,E1,0.113901
A_8,E1_8,A,E1,0.137783
A_8,E1_9,A,E1,0.207648
A_8,E1_10,A,E1,0.225342
A_8,E2_1,A,E2,0.221101
A_8,E2_2,A,E2,0.197359
A_8,E2_3,A,E2,0.267747
A_8,E2_4,A,E2,0.253162
A_8,E2_5,A,E2,0.206533
A_8,E2_6,A,E2,0.291584
A_8,E2_7,A,E2,0.204801
A_8,E2_8,A,E2,0.110949
A_8,E2_9,A,E2,0.241963
A_8,E2_10,A,E2,0.347251
A_8,F1_1,A,F1,0.160616
A_8,F1_2,A,F1,0.154571
A_8,F1_3,A,F1,0.175985
A_8,F1_4,A,F1,0.183281
A_8,F1_5,A,F1,0.215993
A_8,F1_6,A,F1,0.182980
A_8,F1_7,A,F1,0.133945
A_8,F1_8,A,F1,0.181595
A_8,F1_9,A,F1,0.078021
A_8,F1_10,A,F1,0.208189
A_8,F2_1,A,F2,0.111879
A_8,F2_2,A,F2,0.095911
A_8,F2_3,A,F2,0.213499
A_8,F2_4,A,F2,0.162832
A_8,F2_5,A,F2,0.196041
A_8,F2_6,A,F2,0.113211
A_8,F2_7,A,F2,0.184284
A_8,F2_8,A,F2,0.137424
A_8,F2_9,A,F2,0.174212
A_8,F2_10,A,F2,0.097982
A_8,G_1,A,G,0.027397
A_8,G_2,A,G,0.026051
A_8,G_3,A,G,0.026626
A_8,G_4,A,G,0.024177
A_8,G_5,A,G,0.022108
A_8,G_6,A,G,0.024724
A_8,G_7,A,G,0.029054
A_8,G_8,A,G,0.023433
A_8,G_9,A,G,0.024562
A_8,G_10,A,G,0.025309
A_9,A_10,A,A,0.029607
A_9,B1_1,A,B1,0.214114
A_9,B1_2,A,B1,0.185457
A_9,B1_3,A,B1,0.184486
A_9,B1_4,A,B1,0.226396
A_9,B1_5,A,B1,0.168315
A_9,B1_6,A,B1,0.195969
A_9,B1_7,A,B1,0.200208
A_9,B1_8,A,B1,0.196140
A_9,B1_9,A,B1,0.076524
A_9,B1_10,A,B1,0.213205
A_9,B2-1_1,A,B2-1,0.254454
A_9,B2-1_2,A,B2-1,0.127637
A_9,B2-1_3,A,B2-1,0.279980
A_9,B2-1_4,A,B2-1,0.182089
A_9,B2-1_5,A,B2-1,0.208391
A_9,B2-1_6,A,B2-1,0.243824
A_9,B2-1_7,A,B2-1,0.271941
A_9,B2-1_8,A,B2-1,0.373883
A_9,B2-1_9,A,B2-1,0.225735
A_9,B2-1_10,A,B2-1,0.081546
A_9,B2-2_1,A,B2-2,0.185237
A_9,B2-2_2,A,B2-2,0.344959
A_9,B2-2_3,A,B2-2,0.186290
A_9,B2-2_4,A,B2-2,0.245098
A_9,B2-2_5,A,B2-2,0.234184
A_9,B2-2_6,A,B2-2,0.195203
A_9,B2-2_7,A,B2-2,0.187282
A_9,B2-2_8,A,B2-2,0.275730
A_9,B2-2_9,A,B2-2,0.200312
A_9,B2-2_10,A,B2-2,0.181420
A_9,C_1,A,C,0.221501
A_9,C_2,A,C,0.116621
A_9,C_3,A,C,0.196280
A_9,C_4,A,C,0.219018
A_9,C_5,A,C,0.213377
A_9,C_6,A,C,0.166637
A_9,C_7,A,C,0.211678
A_9,C_8,A,C,0.130090
A_9,C_9,A,C,0.088029
A_9,C_10,A,C,0.149599
A_9,D1_1,A,D1,0.239484
A_9,D1_2,A,D1,0.248228
A_9,D1_3,A,D1,0.223098
A_9,D1_4,A,D1,0.319528
A_9,D1_5,A,D1,0.259402
A_9,D1_6,A,D1,0.112341
A_9,D1_7,A,D1,0.158240
A_9,D1_8,A,D1,0.249874
A_9,D1_9,A,D1,0.255380
A_9,D1_10,A,D1,0.119362
A_9,D2_1,A,D2,0.331781
A_9,D2_2,A,D2,0.320227
A_9,D2_3,A,D2,0.311686
A_9,D2_4,A,D2,0.385597
A_9,D2_5,A,D2,0.360038
A_9,D2_6,A,D2,0.231057
A_9,D2_7,A,D2,0.255255
A_9,D2_8,A,D2,0.421685
A_9,D2_9,A,D2,0.349913
A_9,D2_10,A,D2,0.359583
A_9,D3_1,A,D3,0.352605
A_9,D3_2,A,D3,0.309884
A_9,D3_3,A,D3,0.284083
A_9,D3_4,A,D3,0.261227
A_9,D3_5,A,D3,0.243720
A_9,D3_6,A,D3,0.251097
A_9,D3_7,A,D3,0.314851
A_9,D3_8,A,D3,0.264691
A_9,D3_9,A,D3,0.307630
A_9,D3_10,A,D3,0.345620
A_9,D4_1,A,D4,0.342748
A_9,D4_2,A,D4,0.404744
A_9,D4_3,A,D4,0.253032
A_9,D4_4,A,D4,0.396820
A_9,D4_5,A,D4,0.343855
A_9,D4_6,A,D4,0.292771
A_9,D4_7,A,D4,0.313923
A_9,D4_8,A,D4,0.491419
A_9,D4_9,A,D4,0.376601
A_9,D4_10,A,D4,0.251476
A_9,E1_1,A,E1,0.224444
A_9,E1_2,A,E1,0.103473
A_9,E1_3,A,E1,0.085134
A_9,E1_4,A,E1,0.231909
A_9,E1_5,A,E1,0.136022
A_9,E1_6,A,E1,0.137758
A_9,E1_7,A,E1,0.117305
A_9,E1_8,A,E1,0.141425
A_9,E1_9,A,E1,0.211943
A_9,E1_10,A,E1,0.228034
A_9,E2_1,A,E2,0.224100
A_9,E2_2,A,E2,0.201698
A_9,E2_3,A,E2,0.270878
A_9,E2_4,A,E2,0.257527
A_9,E2_5,A,E2,0.208355
A_9,E2_6,A,E2,0.292663
A_9,E2_7,A,E2,0.209094
A_9,E2_8,A,E2,0.115726
A_9,E2_9,A,E2,0.246076
A_9,E2_10,A,E2,0.349037
A_9,F1_1,A,F1,0.164163
A_9,F1_2,A,F1,0.158801
A_9,F1_3,A,F1,0.179154
A_9,F1_4,A,F1,0.184836
A_9,F1_5,A,F1,0.217795
A_9,F1_6,A,F1,0.186758
A_9,F1_7,A,F1,0.136600
A_9,F1_8,A,F1,0.185380
A_9,F1_9,A,F1,0.080141
A_9,F1_10,A,F1,0.209700
A_9,F2_1,A,F2,0.115287
A_9,F2_2,A,F2,0.099726
A_9,F2_3,A,F2,0.216532
A_9,F2_4,A,F2,0.166048
A_9,F2_5,A,F2,0.200381
A_9,F2_6,A,F2,0.117636
A_9,F2_7,A,F2,0.188689
A_9,F2_8,A,F2,0.141400
A_9,F2_9,A,F2,0.175787
A_9,F2_10,A,F2,0.101099
A_9,G_1,A,G,0.030763
A_9,G_2,A,G,0.029791
A_9,G_3,A,G,0.030366
A_9,G_4,A,G,0.027926
A_9,G_5,A,G,0.025865
A_9,G_6,A,G,0.028468
A_9,G_7,A,G,0.032784
A_9,G_8,A,G,0.027561
A_9,G_9,A,G,0.028311
A_9,G_10,A,G,0.029054
A_10,B1_1,A,B1,0.214458
A_10,B1_2,A,B1,0.185490
A_10,B1_3,A,B1,0.183884
A_10,B1_4,A,B1,0.227040
A_10,B1_5,A,B1,0.168668
A_10,B1_6,A,B1,0.197256
A_10,B1_7,A,B1,0.200243
A_10,B1_8,A,B1,0.196488
A_10,B1_9,A,B1,0.076895
A_10,B1_10,A,B1,0.212627
A_10,B2-1_1,A,B2-1,0.254497
A_10,B2-1_2,A,B2-1,0.130693
A_10,B2-1_3,A,B2-1,0.278313
A_10,B2-1_4,A,B2-1,0.181802
A_10,B2-1_5,A,B2-1,0.206879
A_10,B2-1_6,A,B2-1,0.243271
A_10,B2-1_7,A,B2-1,0.270837
A_10,B2-1_8,A,B2-1,0.372921
A_10,B2-1_9,A,B2-1,0.225470
A_10,B2-1_10,A,B2-1,0.081561
A_10,B2-2_1,A,B2-2,0.187489
A_10,B2-2_2,A,B2-2,0.343431
A_10,B2-2_3,A,B2-2,0.185689
A_10,B2-2_4,A,B2-2,0.247510
A_10,B2-2_5,A,B2-2,0.235724
A_10,B2-2_6,A,B2-2,0.195550
A_10,B2-2_7,A,B2-2,0.187948
A_10,B2-2_8,A,B2-2,0.276062
A_10,B2-2_9,A,B2-2,0.200347
A_10,B2-2_10,A,B2-2,0.183044
A_10,C_1,A,C,0.223664
A_10,C_2,A,C,0.115958
A_10,C_3,A,C,0.196627
A_10,C_4,A,C,0.219056
A_10,C_5,A,C,0.211876
A_10,C_6,A,C,0.167638
A_10,C_7,A,C,0.212330
A_10,C_8,A,C,0.132133
A_10,C_9,A,C,0.088398
A_10,C_10,A,C,0.152588
A_10,D1_1,A,D1,0.240719
A_10,D1_2,A,D1,0.247679
A_10,D1_3,A,D1,0.223136
A_10,D1_4,A,D1,0.320666
A_10,D1_5,A,D1,0.259738
A_10,D1_6,A,D1,0.112362
A_10,D1_7,A,D1,0.158922
A_10,D1_8,A,D1,0.249621
A_10,D1_9,A,D1,0.256009
A_10,D1_10,A,D1,0.119384
A_10,D2_1,A,D2,0.332102
A_10,D2_2,A,D2,0.318918
A_10,D2_3,A,D2,0.311462
A_10,D2_4,A,D2,0.388414
A_10,D2_5,A,D2,0.359577
A_10,D2_6,A,D2,0.230795
A_10,D2_7,A,D2,0.256764
A_10,D2_8,A,D2,0.421509
A_10,D2_9,A,D2,0.350755
A_10,D2_10,A,D2,0.359120
A_10,D3_1,A,D3,0.351875
A_10,D3_2,A,D3,0.309109
A_10,D3_3,A,D3,0.285265
A_10,D3_4,A,D3,0.262144
A_10,D3_5,A,D3,0.242270
A_10,D3_6,A,D3,0.252024
A_10,D3_7,A,D3,0.314082
A_10,D3_8,A,D3,0.265897
A_10,D3_9,A,D3,0.308507
A_10,D3_10,A,D3,0.345147
A_10,D4_1,A,D4,0.345443
A_10,D4_2,A,D4,0.404560
A_10,D4_3,A,D4,0.252781
A_10,D4_4,A,D4,0.397377
A_10,D4_5,A,D4,0.343645
A_10,D4_6,A,D4,0.293101
A_10,D4_7,A,D4,0.313151
A_10,D4_8,A,D4,0.493244
A_10,D4_9,A,D4,0.375391
A_10,D4_10,A,D4,0.251518
A_10,E1_1,A,E1,0.224483
A_10,E1_2,A,E1,0.103146
A_10,E1_3,A,E1,0.084796
A_10,E1_4,A,E1,0.231948
A_10,E1_5,A,E1,0.137381
A_10,E1_6,A,E1,0.138117
A_10,E1_7,A,E1,0.118693
A_10,E1_8,A,E1,0.141783
A_10,E1_9,A,E1,0.211671
A_10,E1_10,A,E1,0.228679
A_10,E2_1,A,E2,0.224138
A_10,E2_2,A,E2,0.201733
A_10,E2_3,A,E2,0.271212
A_10,E2_4,A,E2,0.257277
A_10,E2_5,A,E2,0.209318
A_10,E2_6,A,E2,0.293555
A_10,E2_7,A,E2,0.208513
A_10,E2_8,A,E2,0.116089
A_10,E2_9,A,E2,0.246117
A_10,E2_10,A,E2,0.350406
A_10,F1_1,A,F1,0.164517
A_10,F1_2,A,F1,0.159808
A_10,F1_3,A,F1,0.178866
A_10,F1_4,A,F1,0.187718
A_10,F1_5,A,F1,0.219667
A_10,F1_6,A,F1,0.186156
A_10,F1_7,A,F1,0.137962
A_10,F1_8,A,F1,0.185412
A_10,F1_9,A,F1,0.081576
A_10,F1_10,A,F1,0.212205
A_10,F2_1,A,F2,0.114965
A_10,F2_2,A,F2,0.099744
A_10,F2_3,A,F2,0.216569
A_10,F2_4,A,F2,0.167049
A_10,F2_5,A,F2,0.200416
A_10,F2_6,A,F2,0.116633
A_10,F2_7,A,F2,0.189354
A_10,F2_8,A,F2,0.141758
A_10,F2_9,A,F2,0.178063
A_10,F2_10,A,F2,0.101117
A_10,G_1,A,G,0.031891
A_10,G_2,A,G,0.030544
A_10,G_3,A,G,0.030746
A_10,G_4,A,G,0.028680
A_10,G_5,A,G,0.026621
A_10,G_6,A,G,0.029222
A_10,G_7,A,G,0.032790
A_10,G_8,A,G,0.028316
A_10,G_9,A,G,0.028691
A_10,G_10,A,G,0.029808
B1_1,B1_2,B1,B1,0.151969
B1_1,B1_3,B1,B1,0.341479
B1_1,B1_4,B1,B1,0.374315
B1_1,B1_5,B1,B1,0.323953
B1_1,B1_6,B1,B1,0.349610
B1_1,B1_7,B1,B1,0.354864
B1_1,B1_8,B1,B1,0.256057
B1_1,B1_9,B1,B1,0.250464
B1_1,B1_10,B1,B1,0.285620
B1_1,B2-1_1,B1,B2-1,0.397468
B1_1,B2-1_2,B1,B2-1,0.294214
B1_1,B2-1_3,B1,B2-1,0.294321
B1_1,B2-1_4,B1,B2-1,0.328774
B1_1,B2-1_5,B1,B2-1,0.350199
B1_1,B2-1_6,B1,B2-1,0.124254
B1_1,B2-1_7,B1,B2-1,0.247343
B1_1,B2-1_8,B1,B2-1,0.447424
B1_1,B2-1_9,B1,B2-1,0.372038
B1_1,B2-1_10,B1,B2-1,0.235104
B1_1,B2-2_1,B1,B2-2,0.341280
B1_1,B2-2_2,B1,B2-2,0.465268
B1_1,B2-2_3,B1,B2-2,0.267178
B1_1,B2-2_4,B1,B2-2,0.392126
B1_1,B2-2_5,B1,B2-2,0.380677
B1_1,B2-2_6,B1,B2-2,0.193767
B1_1,B2-2_7,B1,B2-2,0.343505
B1_1,B2-2_8,B1,B2-2,0.415904
B1_1,B2-2_9,B1,B2-2,0.350724
B1_1,B2-2_10,B1,B2-2,0.232094
B1_1,C_1,B1,C,0.370475
B1_1,C_2,B1,C,0.284768
B1_1,C_3,B1,C,0.232998
B1_1,C_4,B1,C,0.367244
B1_1,C_5,B1,C,0.363593
B1_1,C_6,B1,C,0.325743
B1_1,C_7,B1,C,0.363823
B1_1,C_8,B1,C,0.296649
B1_1,C_9,B1,C,0.260563
B1_1,C_10,B1,C,0.311870
B1_1,D1_1,B1,D1,0.382912
B1_1,D1_2,B1,D1,0.309485
B1_1,D1_3,B1,D1,0.206646
B1_1,D1_4,B1,D1,0.455276
B1_1,D1_5,B1,D1,0.400895
B1_1,D1_6,B1,D1,0.275593
B1_1,D1_7,B1,D1,0.319456
B1_1,D1_8,B1,D1,0.395173
B1_1,D1_9,B1,D1,0.298211
B1_1,D1_10,B1,D1,0.282853
B1_1,D2_1,B1,D2,0.250169
B1_1,D2_2,B1,D2,0.449709
B1_1,D2_3,B1,D2,0.444861
B1_1,D2_4,B1,D2,0.511411
B1_1,D2_5,B1,D2,0.485277
B1_1,D2_6,B1,D2,0.327264
B1_1,D2_7,B1,D2,0.267090
B1_1,D2_8,B1,D2,0.459905
B1_1,D2_9,B1,D2,0.478369
B1_1,D2_10,B1,D2,0.485167
B1_1,D3_1,B1,D3,0.275828
B1_1,D3_2,B1,D3,0.442325
B1_1,D3_3,B1,D3,0.421237
B1_1,D3_4,B1,D3,0.405015
B1_1,D3_5,B1,D3,0.389659
B1_1,D3_6,B1,D3,0.393671
B1_1,D3_7,B1,D3,0.412655
B1_1,D3_8,B1,D3,0.407350
B1_1,D3_9,B1,D3,0.361813
B1_1,D3_10,B1,D3,0.304974
B1_1,D4_1,B1,D4,0.471126
B1_1,D4_2,B1,D4,0.523116
B1_1,D4_3,B1,D4,0.174740
B1_1,D4_4,B1,D4,0.516862
B1_1,D4_5,B1,D4,0.470007
B1_1,D4_6,B1,D4,0.430303
B1_1,D4_7,B1,D4,0.443108
B1_1,D4_8,B1,D4,0.599514
B1_1,D4_9,B1,D4,0.497323
B1_1,D4_10,B1,D4,0.392209
B1_1,E1_1,B1,E1,0.373452
B1_1,E1_2,B1,E1,0.274059
B1_1,E1_3,B1,E1,0.256311
B1_1,E1_4,B1,E1,0.379003
B1_1,E1_5,B1,E1,0.299853
B1_1,E1_6,B1,E1,0.300737
B1_1,E1_7,B1,E1,0.283347
B1_1,E1_8,B1,E1,0.305732
B1_1,E1_9,B1,E1,0.290339
B1_1,E1_10,B1,E1,0.379030
B1_1,E2_1,B1,E2,0.370376
B1_1,E2_2,B1,E2,0.354229
B1_1,E2_3,B1,E2,0.411251
B1_1,E2_4,B1,E2,0.164391
B1_1,E2_5,B1,E2,0.296765
