pairid	anim_ani	inv_events	syn2b_junctions	dnadiff_inverted_fraction	syn2b_inv	max_contigs	phylum	species_pair	dataset
GCF_003206515.1__GCF_009687825.1	97.82	15.0	10.0	0.8656864598563417	0.87748	7	Deinococcota	Deinococcus actinosclerus vs Deinococcus actinosclerus	high_ani
GCA_016288455.1__GCA_017389205.1	97.76	15.0	2.0	0.4502516527849103	0.45253	188	Bacteroidota	Enterocola sp900316125 vs Enterocola sp900316125	high_ani
GCF_003732075.1__GCF_003732125.1	97.45	15.0	19.0	0.4689377709230927	0.46566	136	Proteobacteria	Pseudomonas_E brassicacearum_A vs Pseudomonas_E brassicacearum_A	high_ani
GCF_002165345.2__GCF_004209355.1	97.16	15.0	6.0	0.4350546402427001	0.47562	78	Proteobacteria	Acinetobacter wuhouensis vs Acinetobacter wuhouensis	high_ani
GCF_001010305.1__GCF_014931035.1	97.03	15.0	19.0	0.2105489221012202	0.2059	72	Proteobacteria	Comamonas thiooxydans vs Comamonas thiooxydans	high_ani
GCF_000685635.1__GCF_005406325.1	99.98	14.0	4.0	0.8706149553318893	0.88292	13	Halobacteriota	Haloferax mediterranei vs Haloferax mediterranei	high_ani
GCF_000597945.1__GCF_002188895.1	99.83	14.0	13.0	0.539245834765493	0.53828	128	Proteobacteria	Yersinia hibernica vs Yersinia hibernica	high_ani
GCF_002250945.2__GCF_017909235.1	99.58	14.0	8.0	0.0018906599977041	0.00061	2	Firmicutes	Bacillus_A cytotoxicus vs Bacillus_A cytotoxicus	high_ani
GCF_000018245.1__GCF_002078315.1	99.56	14.0	19.0	0.4246912739716975	0.42795	2	Proteobacteria	Rickettsia bellii vs Rickettsia bellii	high_ani
GCF_002250905.2__GCF_017909435.1	99.48	14.0	6.0	0.9548203857073878	0.95874	3	Firmicutes	Bacillus_A cytotoxicus vs Bacillus_A cytotoxicus	high_ani
GCA_900540215.1__GCF_900169665.1	99.15	14.0	15.0	0.4525138872709213	0.45577	85	Firmicutes_A	Anaeromassilibacillus sp001305115 vs Anaeromassilibacillus sp001305115	high_ani
GCF_900454805.1__GCF_900638655.1	98.94	14.0	11.0	0.0009488133961178	0.0007	2	Proteobacteria	Pragia fontium vs Pragia fontium	high_ani
GCF_001481725.1__GCF_902364445.1	98.83	14.0	8.0	0.4342097642583202	0.42961	41	Firmicutes_A	Eubacterium maltosivorans vs Eubacterium maltosivorans	high_ani
GCF_003363675.2__GCF_003436685.1	98.76	14.0	15.0	0.5398415723277744	0.5445	63	Bacteroidota	Bacteroides intestinalis vs Bacteroides intestinalis	high_ani
GCF_001269685.1__GCF_900102295.1	98.72	14.0	5.0	0.5833726677315955	0.57856	26	Proteobacteria	Pseudomonas_E thivervalensis vs Pseudomonas_E thivervalensis	high_ani
GCF_001889125.1__GCF_014883915.1	98.52	14.0	0.0	0.001697570826699	0.0002	1	Actinobacteriota	Janibacter indicus vs Janibacter indicus	high_ani
GCA_003480625.1__GCF_018917925.1	98.45	14.0	33.0	0.3827745320614291	0.3772	105	Firmicutes_A	Pseudobutyricicoccus sp003477405 vs Pseudobutyricicoccus sp003477405	high_ani
GCF_003590545.1__GCF_016635095.1	98.3	14.0	8.0	0.4206190360499279	0.41867	238	Proteobacteria	Hamiltonella defensa vs Hamiltonella defensa	high_ani
GCA_900320875.1__GCA_902802965.1	98.25	14.0	12.0	0.5261847541124376	0.51589	105	Bacteroidota	Cryptobacteroides sp900321655 vs Cryptobacteroides sp900321655	high_ani
GCA_000431695.1__GCA_900066975.1	98.16	14.0	21.0	0.5059094243141857	0.51513	272	Firmicutes_A	Anaerobutyricum soehngenii vs Anaerobutyricum soehngenii	high_ani
GCF_000965255.1__GCF_007991955.1	97.88	14.0	2.0	0.4443457806965688	0.4231	114	Firmicutes	Levilactobacillus spicheri vs Levilactobacillus spicheri	high_ani
GCA_016288455.1__GCA_017392725.1	97.68	14.0	0.0	0.4857781374217753	0.48793	361	Bacteroidota	Enterocola sp900316125 vs Enterocola sp900316125	high_ani
GCF_000940515.1__GCF_900454515.1	97.52	14.0	6.0	0.6361546727684698	0.6133	8	Proteobacteria	Basfia bettyae vs Basfia bettyae	high_ani
GCF_009755645.1__GCF_903797685.1	97.52	14.0	6.0	0.5916757432562598	0.60717	74	Proteobacteria	Pseudomonas_E alkylphenolica vs Pseudomonas_E alkylphenolica	high_ani
GCF_000012185.1__GCF_900408185.1	97.39	14.0	5.0	0.5876725446321901	0.55505	55	Proteobacteria	Haemophilus influenzae vs Haemophilus influenzae	high_ani
GCA_017552555.1__GCA_017615775.1	97.36	14.0	6.0	0.5429653240625678	0.5455	162	Firmicutes_A	RUG11977 sp017427685 vs RUG11977 sp017427685	high_ani
GCA_003447905.1__GCA_017413135.1	97.35	14.0	9.0	0.5320255645342983	0.51669	387	Bacteroidota	Cryptobacteroides sp900318445 vs Cryptobacteroides sp900318445	high_ani
GCF_008586805.1__GCF_900408065.1	97.29	14.0	8.0	0.5299917684568739	0.55886	113	Proteobacteria	Haemophilus aegyptius vs Haemophilus aegyptius	high_ani
GCF_001889125.1__GCF_014217915.1	97.25	14.0	7.0	0.0037429352097915	0.00053	1	Actinobacteriota	Janibacter indicus vs Janibacter indicus	high_ani
GCF_014217915.1__GCF_014883915.1	97.22	14.0	10.0	0.0026400594030104	0.0	1	Actinobacteriota	Janibacter indicus vs Janibacter indicus	high_ani
GCF_000746985.1__GCF_002587065.1	97.17	14.0	23.0	0.5259002015291726	0.51932	118	Proteobacteria	Aeromonas bestiarum vs Aeromonas bestiarum	high_ani
GCA_002358415.1__GCA_013316575.1	99.88	13.0	7.0	0.5381238937379744	0.52808	208	Bacteroidota	Alistipes sp002358415 vs Alistipes sp002358415	high_ani
GCA_000335795.1__GCF_011067265.1	99.65	13.0	13.0	0.5286916240080844	0.53335	274	Proteobacteria	Rouxiella badensis vs Rouxiella badensis	high_ani
GCF_007828295.1__GCF_900106025.1	99.2	13.0	4.0	0.5901818943487358	0.59453	79	Proteobacteria	Pseudomonas_E migulae vs Pseudomonas_E migulae	high_ani
GCF_000253255.1__GCF_017312445.1	98.81	13.0	18.0	0.5622133752958736	0.55525	37	Proteobacteria	Novosphingobium pentaromativorans vs Novosphingobium pentaromativorans	high_ani
GCA_905201875.1__GCF_000158315.2	98.73	13.0	18.0	0.5825947233877905	0.59036	71	Fusobacteriota	Fusobacterium_A ulcerans vs Fusobacterium_A ulcerans	high_ani
GCF_000520875.1__GCF_002531855.1	98.7	13.0	20.0	0.5514314893191499	0.56435	139	Proteobacteria	Rhizobium hidalgonense vs Rhizobium hidalgonense	high_ani
GCF_002250075.1__GCF_002701205.1	98.7	13.0	8.0	0.5372489092330168	0.56896	73	Firmicutes_A	Thermoanaerobacterium thermosaccharolyticum vs Thermoanaerobacterium thermosaccharolyticum	high_ani
GCF_000721715.1__GCF_900101975.1	98.54	13.0	20.0	0.5051949841532314	0.50468	171	Actinobacteriota	Streptomyces sp900116325 vs Streptomyces sp900116325	high_ani
GCA_015231415.1__GCA_015231655.1	98.36	13.0	15.0	0.4777771174656999	0.46298	255	Desulfobacterota	Desulfamplus sp015232465 vs Desulfamplus sp015232465	high_ani
GCF_011065955.1__GCF_018861655.1	98.36	13.0	13.0	0.5697766120182426	0.56139	126	Firmicutes_A	Clostridium_AD tagluense vs Clostridium_AD tagluense	high_ani
GCF_014858715.1__GCF_018141345.1	97.92	13.0	6.0	0.2319117117417945	0.2169	10	Proteobacteria	Pseudoalteromonas elyakovii vs Pseudoalteromonas elyakovii	high_ani
GCF_000758175.1__GCF_000968715.2	97.58	13.0	13.0	0.4832192491047404	0.46602	86	Proteobacteria	Halomonas halophila vs Halomonas halophila	high_ani
GCF_001644095.1__GCF_001644685.1	97.45	13.0	13.0	0.5618305542546003	0.56577	147	Proteobacteria	Methylomonas koyamae vs Methylomonas koyamae	high_ani
GCA_014133975.1__GCF_013096875.1	97.17	13.0	15.0	0.489151492475264	0.47368	310	Firmicutes	Geobacillus stearothermophilus vs Geobacillus stearothermophilus	high_ani
GCA_002341435.1__GCF_007747015.1	97.15	13.0	4.0	0.3453058743714318	0.36008	45	Planctomycetota	Gimesia maris vs Gimesia maris	high_ani
GCF_000337295.1__GCF_000685635.1	99.98	12.0	4.0	0.0019616562685424	0.00124	16	Halobacteriota	Haloferax mediterranei vs Haloferax mediterranei	high_ani
GCF_000226455.1__GCF_900236505.1	99.98	12.0	23.0	0.4725945589469617	0.46839	299	Actinobacteriota	Streptomyces chartreusis_D vs Streptomyces chartreusis_D	high_ani
GCF_009862985.1__GCF_900236505.1	99.98	12.0	23.0	0.472571354978528	0.46839	299	Actinobacteriota	Streptomyces chartreusis_D vs Streptomyces chartreusis_D	high_ani
GCA_012966345.1__GCA_015664155.1	99.83	12.0	0.0	0.5808904687803208	0.58149	386	Proteobacteria	OPU3-GD-OMZ sp012965425 vs OPU3-GD-OMZ sp012965425	high_ani
GCA_002412085.1__GCA_002505115.1	99.83	12.0	11.0	0.5145569594509397	0.5102	73	Nanoarchaeota	Parvarchaeum acidophilus vs Parvarchaeum acidophilus	high_ani
GCF_001008135.1__GCF_001189035.1	99.81	12.0	81.0	0.4846193513139014	0.48632	991	Actinobacteriota	Streptomyces stelliscabiei vs Streptomyces stelliscabiei	high_ani
GCA_012964395.1__GCA_015663735.1	99.66	12.0	2.0	0.4348615286727714	0.43478	347	Planctomycetota	GCA-002718515 sp012965315 vs GCA-002718515 sp012965315	high_ani
GCA_012965585.1__GCA_015663335.1	99.44	12.0	2.0	0.5031851005106266	0.50374	370	Thermoplasmatota	UBA60 sp002503395 vs UBA60 sp002503395	high_ani
GCF_009763705.1__GCF_009763885.1	99.18	12.0	14.0	0.2427344039453516	0.22989	2	Proteobacteria	Vibrio cincinnatiensis vs Vibrio cincinnatiensis	high_ani
GCF_002049255.1__GCF_003047205.1	99.16	12.0	10.0	0.5133988495027345	0.49249	207	Firmicutes_B	Carboxydocella thermautotrophica vs Carboxydocella thermautotrophica	high_ani
GCF_000382465.1__GCF_015548795.1	98.82	12.0	10.0	0.4939646956262506	0.51346	184	Bacteroidota	Bacteroides nordii vs Bacteroides nordii	high_ani
GCA_017962885.1__GCA_902785225.1	98.69	12.0	6.0	0.61509597682954	0.61122	106	Bacteroidota	Cryptobacteroides sp900316675 vs Cryptobacteroides sp900316675	high_ani
GCA_902388325.1__GCA_905209495.1	98.34	12.0	11.0	0.4310566214984541	0.4146	195	Bacteroidota	Prevotella sp900540415 vs Prevotella sp900540415	high_ani
GCF_014621755.1__GCF_016461605.1	97.92	12.0	4.0	0.7291037083489497	0.72801	31	Firmicutes	Bacillus halotolerans vs Bacillus halotolerans	high_ani
GCF_000245715.1__GCF_013394225.1	97.9	12.0	12.0	0.002872410408314	0.00144	334	Firmicutes	Paenibacillus kribbensis vs Paenibacillus kribbensis	high_ani
GCA_015262115.1__GCF_002204475.1	97.82	12.0	29.0	0.4902124178545931	0.46906	237	Bacteroidota	Prevotella nigrescens vs Prevotella nigrescens	high_ani
GCF_005860925.2__GCF_013416305.1	97.82	12.0	15.0	0.4133973981363864	0.42633	26	Proteobacteria	Rhizobium indicum vs Rhizobium indicum	high_ani
GCF_016899785.1__GCF_016902055.1	97.73	12.0	24.0	0.5397617173872766	0.52078	633	Firmicutes_A	Flavonifractor sp002159455 vs Flavonifractor sp002159455	high_ani
GCF_001942325.1__GCF_004011905.1	97.73	12.0	16.0	0.4918029900800895	0.49984	97	Actinobacteriota	Gordonia alkanivorans vs Gordonia alkanivorans	high_ani
GCF_004524045.1__GCF_019048365.1	97.69	12.0	7.0	0.3533564796701982	0.34153	130	Proteobacteria	Aeromonas taiwanensis vs Aeromonas taiwanensis	high_ani
GCA_910575095.1__GCF_009917365.1	97.47	12.0	79.0	0.5712967289468074	0.56552	369	Firmicutes_A	Acutalibacter sp009936035 vs Acutalibacter sp009936035	high_ani
GCA_002362815.1__GCF_004421065.1	97.38	12.0	12.0	0.5318447746871293	0.53124	240	Proteobacteria	Brevundimonas naejangsanensis_A vs Brevundimonas naejangsanensis_A	high_ani
GCA_004555945.1__GCA_905200965.1	97.3	12.0	10.0	0.4453404482909023	0.43114	180	Firmicutes_A	Faecalibacterium sp900539885 vs Faecalibacterium sp900539885	high_ani
GCF_002157125.1__GCF_002157165.1	97.22	12.0	17.0	0.0492970508270629	0.05685	5	Proteobacteria	Acidovorax carolinensis vs Acidovorax carolinensis	high_ani
GCF_002157165.1__GCF_002157185.1	97.21	12.0	17.0	0.969348146885128	0.97014	4	Proteobacteria	Acidovorax carolinensis vs Acidovorax carolinensis	high_ani
GCA_017438915.1__GCA_902777295.1	97.21	12.0	4.0	0.5092152099810161	0.50822	56	Bacteroidota	Cryptobacteroides sp902801885 vs Cryptobacteroides sp902801885	high_ani
GCF_002561515.1__GCF_009911775.1	97.1	12.0	7.0	0.610119830933654	0.63556	124	Firmicutes	Priestia megaterium vs Priestia megaterium	high_ani
GCF_000092965.1__GCF_018588165.1	97.09	12.0	11.0	0.5185209366333573	0.49543	142	Firmicutes_A	Thermoanaerobacter thermocopriae vs Thermoanaerobacter thermocopriae	high_ani
GCA_007845325.1__GCA_007845345.1	99.92	11.0	4.0	0.567364097959877	0.56151	56	Patescibacteria	Nanosynbacter sp007845355 vs Nanosynbacter sp007845355	high_ani
GCA_001317315.1__GCA_008933945.1	99.79	11.0	5.0	0.4551206206977731	0.45729	514	Halobacteriota	Methanoperedens sp002487355 vs Methanoperedens sp002487355	high_ani
GCF_001702175.1__GCF_001702195.1	99.75	11.0	17.0	0.5100970572335662	0.50295	9	Firmicutes	Secundilactobacillus paracollinoides vs Secundilactobacillus paracollinoides	high_ani
GCA_009922485.1__GCA_010028745.1	99.58	11.0	2.0	0.4338364581359369	0.42167	464	Bacteroidota	Sediminibacterium sp009928005 vs Sediminibacterium sp009928005	high_ani
GCF_001895305.1__GCF_019037715.1	99.58	11.0	7.0	0.3345044404638403	0.32629	65	Firmicutes	Virgibacillus pantothenticus vs Virgibacillus pantothenticus	high_ani
GCF_000744755.1__GCF_001587475.1	99.19	11.0	4.0	0.463460776903856	0.45234	229	Firmicutes	Geobacillus icigianus vs Geobacillus icigianus	high_ani
GCF_001560855.1__GCF_009834045.1	99.16	11.0	7.0	0.2153490284268164	0.20898	34	Firmicutes	Anoxybacillus_A rupiensis vs Anoxybacillus_A rupiensis	high_ani
GCF_000010605.1__GCF_000717795.1	99.1	11.0	7.0	0.4143469998930351	0.42214	166	Actinobacteriota	Streptomyces griseus vs Streptomyces griseus	high_ani
GCF_000010605.1__GCF_009862415.1	99.09	11.0	15.0	0.5332932802856314	0.54272	55	Actinobacteriota	Streptomyces griseus vs Streptomyces griseus	high_ani
GCF_003431765.1__GCF_016745295.1	98.97	11.0	17.0	0.4708851104106911	0.47052	412	Actinobacteriota	Mycobacterium marinum vs Mycobacterium marinum	high_ani
GCF_000179515.1__GCF_000567925.1	98.95	11.0	18.0	0.5574140955964276	0.55929	521	Proteobacteria	Burkholderia thailandensis vs Burkholderia thailandensis	high_ani
GCF_002813835.1__GCF_008107465.1	98.91	11.0	11.0	0.5380190639038255	0.54256	124	Proteobacteria	Vibrio anguillarum vs Vibrio anguillarum	high_ani
GCA_018399735.1__GCF_001687065.1	98.69	11.0	15.0	0.8915126967791822	0.89499	8	Bacteroidota	Prosthecochloris vibrioformis vs Prosthecochloris vibrioformis	high_ani
GCA_902760585.1__GCA_902788905.1	98.61	11.0	8.0	0.4516804382112709	0.45331	83	Firmicutes_A	Ruminococcus flavefaciens_N vs Ruminococcus flavefaciens_N	high_ani
GCA_018376195.1__GCF_018785765.1	98.6	11.0	5.0	0.594694379448985	0.58865	35	Bacteroidota	Barnesiella intestinihominis vs Barnesiella intestinihominis	high_ani
GCA_002349805.1__GCA_004563465.1	98.6	11.0	2.0	0.5082924748760584	0.50714	317	Firmicutes_A	Agathobacter sp900317585 vs Agathobacter sp900317585	high_ani
GCF_010858005.1__GCF_015477645.1	98.55	11.0	14.0	0.5299973214285715	0.52431	628	Actinobacteriota	Nocardia cyriacigeorgica_B vs Nocardia cyriacigeorgica_B	high_ani
GCF_004028055.1__GCF_004054135.1	98.42	11.0	27.0	0.4932425006797562	0.49321	226	Proteobacteria	Rhizobium leguminosarum_J vs Rhizobium leguminosarum_J	high_ani
GCF_001636145.1__GCF_009217765.1	98.25	11.0	8.0	0.4125581386224849	0.4065	417	Firmicutes	Schleiferilactobacillus harbinensis vs Schleiferilactobacillus harbinensis	high_ani
GCF_004208915.1__GCF_018141345.1	97.84	11.0	11.0	0.6916240058862485	0.6811	122	Proteobacteria	Pseudoalteromonas elyakovii vs Pseudoalteromonas elyakovii	high_ani
GCA_002371595.1__GCA_002395765.1	97.47	11.0	1.0	0.533330291696435	0.50564	70	Firmicutes_A	RUG191 sp002373675 vs RUG191 sp002373675	high_ani
GCA_000019685.1__GCF_000259345.1	97.41	11.0	1.0	0.090825755120457	0.0291	136	Spirochaetota	Borrelia recurrentis vs Borrelia recurrentis	high_ani
GCF_001405655.1__GCF_019132515.1	97.29	11.0	30.0	0.4571736308310519	0.43305	131	Bacteroidota	Alistipes onderdonkii vs Alistipes onderdonkii	high_ani
GCF_000176415.1__GCF_001767355.1	97.07	11.0	17.0	0.8223652787926341	0.81345	8	Proteobacteria	Vibrio mimicus vs Vibrio mimicus	high_ani
GCF_000383635.1__GCF_006715185.1	97.06	11.0	52.0	0.4912304627769925	0.49416	80	Actinobacteriota	Streptomyces sp001298545 vs Streptomyces sp001298545	high_ani
GCF_002206155.2__GCF_900076365.1	99.92	10.0	13.0	0.2256753510656945	0.21807	69	Proteobacteria	Enterobacter chengduensis vs Enterobacter chengduensis	high_ani
GCF_000261545.1__GCF_018129855.1	99.84	10.0	28.0	0.3563525533974632	0.34792	951	Proteobacteria	Bradyrhizobium japonicum vs Bradyrhizobium japonicum	high_ani
GCF_001955615.1__GCF_001955625.1	99.65	10.0	12.0	0.4413373983490551	0.42571	37	Firmicutes	Viridibacillus arenosi vs Viridibacillus arenosi	high_ani
GCF_000963495.1__GCF_016134935.2	99.48	10.0	6.0	0.9981756939434168	0.99969	1	Proteobacteria	Pseudomonas_E simiae vs Pseudomonas_E simiae	high_ani
GCF_001078435.1__GCF_018785395.1	99.44	10.0	11.0	0.4697307834108612	0.46559	200	Firmicutes_A	Enterocloster citroniae vs Enterocloster citroniae	high_ani
GCF_000510915.2__GCF_900105815.1	99.43	10.0	6.0	0.5194414505795385	0.52426	63	Proteobacteria	Pseudomonas_E brenneri vs Pseudomonas_E brenneri	high_ani
GCA_009917505.1__GCA_910575385.1	99.39	10.0	27.0	0.4366553028492473	0.43431	120	Firmicutes_A	Copromonas sp009917545 vs Copromonas sp009917545	high_ani
GCF_900478395.1__GCF_905188235.1	99.3	10.0	10.0	0.8396005571702008	0.85004	1	Proteobacteria	Serratia_B rhizosphaerae vs Serratia_B rhizosphaerae	high_ani
GCF_001587475.1__GCF_011405175.1	99.29	10.0	8.0	0.531412132475145	0.54169	229	Firmicutes	Geobacillus icigianus vs Geobacillus icigianus	high_ani
GCF_003850465.1__GCF_003850525.1	99.2	10.0	8.0	0.0009223637999055	9e-05	1	Proteobacteria	Pseudomonas_E chlororaphis_F vs Pseudomonas_E chlororaphis_F	high_ani
GCF_003950055.1__GCF_004522685.1	99.12	10.0	5.0	0.5479291906844488	0.54861	63	Actinobacteriota	Streptomyces sp000772045 vs Streptomyces sp000772045	high_ani
GCF_000271825.1__GCF_005862185.2	98.81	10.0	14.0	0.4779373363144149	0.47085	68	Proteobacteria	Rhizobium hidalgonense vs Rhizobium hidalgonense	high_ani
GCF_001043875.1__GCF_001476215.1	98.69	10.0	34.0	0.4872638223303301	0.49155	560	Proteobacteria	Methylobacterium indicum vs Methylobacterium indicum	high_ani
GCF_010858005.1__GCF_015477975.1	98.67	10.0	27.0	0.5620318895421433	0.56807	628	Actinobacteriota	Nocardia cyriacigeorgica_B vs Nocardia cyriacigeorgica_B	high_ani
GCF_000527115.1__GCF_004366495.1	98.64	10.0	12.0	0.5370031783802478	0.54503	52	Proteobacteria	Methylosinus sp000685825 vs Methylosinus sp000685825	high_ani
GCA_002905835.1__GCF_000452525.3	98.61	10.0	18.0	0.4412884203776397	0.4435	75	Proteobacteria	Pseudomonas_E syringae_M vs Pseudomonas_E syringae_M	high_ani
GCF_000185825.1__GCF_014131675.1	98.57	10.0	12.0	0.2292699547991559	0.22068	114	Firmicutes_A	Anaerostipes caccae vs Anaerostipes caccae	high_ani
GCF_010858005.1__GCF_015477225.1	98.47	10.0	19.0	0.4840565821596277	0.4832	628	Actinobacteriota	Nocardia cyriacigeorgica_B vs Nocardia cyriacigeorgica_B	high_ani
GCF_001030225.1__GCF_002197345.1	98.41	10.0	3.0	0.000999300919212	0.0	7	Proteobacteria	Enterobacter sichuanensis vs Enterobacter sichuanensis	high_ani
GCF_014696905.1__GCF_014697485.1	98.4	10.0	34.0	0.5792099775585501	0.57345	116	Cyanobacteria	Nostoc_B sp014698045 vs Nostoc_B sp014698045	high_ani
GCF_011064785.1__GCF_011065325.1	98.36	10.0	9.0	0.0028999472690899	0.00073	3	Firmicutes	Macrococcus_B canis vs Macrococcus_B canis	high_ani
GCA_004006215.1__GCF_004551665.1	98.13	10.0	5.0	0.002483898280441	0.0006	1	Proteobacteria	Kerstersia gyiorum vs Kerstersia gyiorum	high_ani
GCA_902758375.1__GCA_902784495.1	98.13	10.0	7.0	0.5016127959944887	0.5081	209	Bacteroidota	Cryptobacteroides sp900321655 vs Cryptobacteroides sp900321655	high_ani
GCA_900322065.1__GCF_003438725.1	98.07	10.0	8.0	0.5340531681106578	0.53073	323	Firmicutes_A	Ruminococcus_C callidus vs Ruminococcus_C callidus	high_ani
GCA_015669005.1__GCA_902385415.1	98.05	10.0	23.0	0.487237444797654	0.48993	45	Firmicutes_A	Blautia stercoris vs Blautia stercoris	high_ani
GCA_002473225.1__GCF_013267085.1	98.0	10.0	6.0	0.3695858931120607	0.35018	625	Proteobacteria	Pseudomonas_A stutzeri vs Pseudomonas_A stutzeri	high_ani
GCF_002573675.1__GCF_002688545.1	97.86	10.0	26.0	0.235389664463389	0.24564	10	Actinobacteriota	Micromonospora sediminicola vs Micromonospora sediminicola	high_ani
GCF_004524015.1__GCF_019048365.1	97.69	10.0	4.0	0.486379222900391	0.49132	118	Proteobacteria	Aeromonas taiwanensis vs Aeromonas taiwanensis	high_ani
GCF_001294605.1__GCF_017615005.1	97.55	10.0	9.0	0.5278346114228839	0.51925	214	Actinobacteriota	Pseudonocardia alni vs Pseudonocardia alni	high_ani
GCF_000785495.1__GCF_008933125.1	97.51	10.0	18.0	0.5357034313083736	0.53644	22	Actinobacteriota	Nocardioides simplex vs Nocardioides simplex	high_ani
GCA_018381555.1__GCA_905200965.1	97.5	10.0	11.0	0.5463153135288785	0.52788	180	Firmicutes_A	Faecalibacterium sp900539885 vs Faecalibacterium sp900539885	high_ani
GCF_000146525.1__GCF_900109835.1	97.44	10.0	5.0	0.5722136621857402	0.56914	26	Firmicutes	Streptococcus gallolyticus vs Streptococcus gallolyticus	high_ani
GCA_017428825.1__GCA_902790035.1	97.27	10.0	6.0	0.6461313709723576	0.67042	42	Bacteroidota	Cryptobacteroides sp902801885 vs Cryptobacteroides sp902801885	high_ani
GCF_004303535.1__GCF_004304085.1	97.03	10.0	36.0	0.1411847698674307	0.12859	48	Proteobacteria	Rhizobium leguminosarum_E vs Rhizobium leguminosarum_E	high_ani
GCF_000413455.1__GCF_001810675.1	97.03	10.0	6.0	0.6065527070674586	0.63124	73	Firmicutes	Facklamia hominis vs Facklamia hominis	high_ani
GCA_001942245.1__GCF_016889285.1	97.02	10.0	11.0	0.3501578169797316	0.38052	462	Actinobacteriota	Kytococcus sedentarius vs Kytococcus sedentarius	high_ani
